web-scraper-order,web-scraper-start-url,pages,pages-href,ads,ads-href,title,amount,location,Unit Type,Bedrooms,description,size
"1585068530-550","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","8","https://www.kijiji.ca/b-apartments-condos/calgary/page-8/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Beltline Apartment For Rent | 318 14 Avenue SW","https://www.kijiji.ca/v-apartments-condos/calgary/beltline-apartment-for-rent-318-14-avenue-sw/1460811216","Beltline Apartment For Rent | 318 14 Avenue SW","$1,025.00","318 14 Avenue SW, Calgary, AB, T2R 0M3(View Map)","null","null","Live in a renovated apartment in Downtown/Beltline Calgary. Merante Manor has newly renovated suites that are situated in the heart of the Beltline area of Calgary. These apartments have close proximity to downtown and 17th Ave SW.","518"
"1585065011-147","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","18","https://www.kijiji.ca/b-apartments-condos/calgary/page-18/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Premium One-Bedroom Condo Marda Loop For Rent","https://www.kijiji.ca/v-apartments-condos/calgary/premium-one-bedroom-condo-marda-loop-for-rent/1487780768","Premium One-Bedroom Condo Marda Loop For Rent","$1,450.00","2420 34 Ave SW, Calgary, AB T2T 2C8, Canada(View Map)","null","null","Ideally located, premium top floor, Marda Loop urban condo. Features of this one bedroom + den, great modern finishing’s throughout, 9 foot ceilings, upgraded floors, granite counters, full length breakfast bar, gas fireplace, stainless appliances, designer colours, beautiful pendant lights, cheater bathroom door, his and her closets, in suite laundry, and den for computer. South facing with tons of light, beautiful mountain and city views from the balcony, bedroom and the living room, overlooking the landscaped courtyard. Rent includes electricity, heat, storage unit and heated underground parking. New paint. An application with references is required. Non-smoking, no pets.","670"
"1585066253-442","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","12","https://www.kijiji.ca/b-apartments-condos/calgary/page-12/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Basement suite for rent","https://www.kijiji.ca/v-apartments-condos/calgary/basement-suite-for-rent/1492120292","Basement suite for rent","$900.00","920 18 St NE, Calgary, AB T2E 4V7, Canada(View Map)","null","null","Bright And clean one bedroom suite huge family and dining room with fireplace separate laundry room for rent in Mayland heights NE $900 plus SD ALL utilities included. Ready to move in Call or text Kelly today for viewing it will Rent Fast Call Zack at 403 3990306 or Kelly on what’s up at 403 9980029 Thanks","950"
"1585064924-126","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","14","https://www.kijiji.ca/b-apartments-condos/calgary/page-14/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","FULLY FURNISHED 1 BED APARTMENT cozy modern Short or long term","https://www.kijiji.ca/v-apartments-condos/calgary/fully-furnished-1-bed-apartment-cozy-modern-short-or-long-term/1491043758","FULLY FURNISHED 1 BED APARTMENT cozy modern Short or long term","$1,500.00","1330 15 Ave SW, Calgary, AB T3C 3V3, Canada(View Map)","null","null","FULLY FURNISHED 1 BED APARTMENT cozy modern available Short or long term
Available Clean modern apartment, recently refurbished with good view of the City & surrounding areas from the balcony. It’s beautiful out there
All furniture and electronics are included this is a fully furnished unit as shown in the photograph
Centrally located, Just 2 blocks of off 17th Ave where all the action is, yet you can leave it all behind & walk home
Close to all stores & businesses, Easy access to bus & LRT. Close to the College","630"
"1585065971-383","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","13","https://www.kijiji.ca/b-apartments-condos/calgary/page-13/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","2700 sq ft modern duplex for rent in highland park","https://www.kijiji.ca/v-apartments-condos/calgary/2700-sq-ft-modern-duplex-for-rent-in-highland-park/1491268865","2700 sq ft modern duplex for rent in highland park","$2,050.00","3817 Centre B Street, N W, T3G 1Z2, Calgary, AB(View Map)","null","null","Modern 2700 sq ft duplex for rent in high land park, one block in from Centre Street, direct bus to university and 15 minutes bus ride to down town, fenced yard with double detached garage. Utilities not included. Master bedroom en-suite comes with jetted tub. No pets and no smoking","2,709"
"1585065720-319","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","16","https://www.kijiji.ca/b-apartments-condos/calgary/page-16/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Room for Rent with half bath","https://www.kijiji.ca/v-apartments-condos/calgary/room-for-rent-with-half-bath/1489939420","Room for Rent with half bath","$600.00","calgary, Canada(View Map)","null","null","At Huntington Hills
Close to the following (2mins away literally)
- Superstore
- Schools
- library
- recreation facilities
- skatepark
- police
- fire dept.
- Walmart
- Canadian tire
- beddington town centre
- Deerfoot city
And so much more.
Common kitchen, laundry, dinning, living room, full bath and a big backyard. (Photos to be uploaded when it is close to its availability month)
Feel free to contact me for viewing (viewing is open now while it is occupied)
Available in May 2020
Female tenant only.
Thanks.","170"
"1585065186-194","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","20","https://www.kijiji.ca/b-apartments-condos/calgary/page-20/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Fully Furnished 2- bedroom Condo in Downtown Calgary","https://www.kijiji.ca/v-apartments-condos/calgary/fully-furnished-2-bedroom-condo-in-downtown-calgary/1485132083","Fully Furnished 2- bedroom Condo in Downtown Calgary","$1,699.00","1053 10st SW, T2R1S6, Calgary, AB(View Map)","null","null","2 bedroom, 1 bathroom CORNER unit Condo/Apartment at Vantage Pointe building, fully furnished and ready to move in. Boasting modern and stylish features throughout including hardwood flooring and granite counter-tops. Convenient in-suite laundry and heated underground parking included.","725"
"1585065174-190","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","20","https://www.kijiji.ca/b-apartments-condos/calgary/page-20/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","TWO BEDROOM BASEMENT SUITE","https://www.kijiji.ca/v-apartments-condos/calgary/two-bedroom-basement-suite/1485111067","TWO BEDROOM BASEMENT SUITE","$1,300.00",", Calgary T2M 1v1 AB, Canada(View Map)","null","null","2 Bedroom newly renovated basement sweet. Includes 5 appliances , and all utilities. For viewing please contact Joanne at 587-436-7320 and leave a message. DD $1300, Rent $1300.","900"
"1585066177-430","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","12","https://www.kijiji.ca/b-apartments-condos/calgary/page-12/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Wanted:
                            Looking for 1 bedroom apartment for may 1st","https://www.kijiji.ca/v-apartments-condos/calgary/looking-for-1-bedroom-apartment-for-may-1st/1491984072","Wanted: Looking for 1 bedroom apartment for may 1st","$900.00","Ramsay, Calgary, AB, Canada, T2G4J4(View Map)","null","null","Good morning, I'm looking for a 1 bedroom apartment (no shares) for may 1st. 40 y/o male. Employed full time Monday to Friday (day shifts). No pets, non smoker and I don't drink. Ideal budget would be no more than 900 with some or all utilities included. I've been at my current location for 10 years so I'm a long term renter kinda guy. Wishlist would be Inglewood, Ramsay, central, Chinook area or anywhere in between. Rental and employment references will gladly be given.","500"
"1585066051-404","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","13","https://www.kijiji.ca/b-apartments-condos/calgary/page-13/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Fully Furnished 2 Bed 1 Bath in Chocolate (Victoria Park)","https://www.kijiji.ca/v-apartments-condos/calgary/fully-furnished-2-bed-1-bath-in-chocolate-victoria-park/1491657655","Fully Furnished 2 Bed 1 Bath in Chocolate (Victoria Park)","$2,150.00","188 15 Ave SW, Calgary, AB T2R 1S4, Canada(View Map)","null","null","Executive skyrise condo with spectacular unobstructed views of the Calgary Downtown skyline to the north and the Rocky mountains to the west. Floor to ceiling windows encompass the entire west side of the unit making the place feel bright, open and airy. This unit was recently renovated with new granite counter tops, polished concrete floors, new paint and a new tiled tub/shower with granite surround and undermount tub.
The unit has a large in-suite laundry that doubles as a storage area / pantry and a north west facing balcony with gas line and BBQ (BBQ utensils included) as well as heated underground secured parking ($100/month price reduction if not needed)","930"
"1585066132-422","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","12","https://www.kijiji.ca/b-apartments-condos/calgary/page-12/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Stunning Views from the PENTHOUSE!","https://www.kijiji.ca/v-apartments-condos/edmonton/stunning-views-from-the-penthouse/1491889106","Stunning Views from the PENTHOUSE!","$3,975.00","611 7 Ave SE, Calgary, AB T2G 0J8, Canada(View Map)","null","null","Luxury at its fines. 4 exceptional layouts of our 3 bedroom 2 bathroom units, all 1143sq ft, are now available to those who desire our largest floor plan. 3 exquisite bedrooms including a large master bedroom, with private en-suite bathroom, provide comfort to anyone looking for the perfect place to hang their hat!","1,043"
"1585065019-149","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","18","https://www.kijiji.ca/b-apartments-condos/calgary/page-18/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Live In Marda Loop","https://www.kijiji.ca/v-apartments-condos/calgary/live-in-marda-loop/1487826317","Live In Marda Loop","$1,100.00","1936 33 Avenue SW, Calgary T2T 1Z2 AB(View Map)","null","null","Live in Calgary's trendiest community, beautiful Marda Loop!
This lovely 3 bedroom 1 bathroom home is within walking distance of an abundance of amenities including restaurants, grocery stores, shopping, schools, parks, public transit and so on (walk score: 69, bike score: 84).
This bright home features numerous windows, hardwood flooring throughout the open living area and bedrooms, and access to shared laundry.
In addition, there is an incredibly large shared backyard, creating an inner-city lifestyle to be envied.
Utilities are split 50/50 with basement tenant.
References, credit and employment information will be required. Please email your availability for viewings including your phone number.","1,010"
"1585066077-409","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","12","https://www.kijiji.ca/b-apartments-condos/calgary/page-12/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","For Rent","https://www.kijiji.ca/v-apartments-condos/calgary/for-rent/1491713252","For Rent","$1,350.00","Calgary, Canada(View Map)","null","null","Newly renovated, spacious 3 bedroom main floor of house in the desirable neighbourhood of Applewood for rent. House includes bedroom with ensuite, two other large bedrooms, main bathroom, laundry room, living room and kitchen, and large foyer entrance. Rear parking space available. Available April 1 or sooner. Rent $1350 plus 60% utilities. To view please call 403-615-2098.","1,100"
"1585065369-241","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","19","https://www.kijiji.ca/b-apartments-condos/calgary/page-19/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Beautiful Renovated Bankview Home","https://www.kijiji.ca/v-apartments-condos/calgary/beautiful-renovated-bankview-home/1487105400","Beautiful Renovated Bankview Home","Please Contact","2305 17 St SW, Calgary, AB T2T 4K3, Canada(View Map)","null","null","This is a beautiful modern renovated bankview home. It has 100% city view. It has a one car garage. Also, has a backyard. Main floor sqft is 1800. Rent is $2595.","1,800"
"1585064834-103","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","14","https://www.kijiji.ca/b-apartments-condos/calgary/page-14/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Wanted:
                            one bedroom needed from 1st of April'20 in Calgary","https://www.kijiji.ca/v-apartments-condos/calgary/one-bedroom-needed-from-1st-of-april20-in-calgary/1490801885","Wanted: one bedroom needed from 1st of April'20 in Calgary","$500.00","515 17 Ave SW #2F, Calgary, AB T2S 0A9, Canada(View Map)","null","null","I am looking for one bedroom in Calgary downtown or very near to downtown. I need free parking. not comfortable in the basement. My budget is 500 CAD with no advance. Furniture, WIFI, electricity, washing, & drying should be included. Comfortable with BD, IND, & PAK guy. Please text/Call 3063502506.","130"
"1585064810-96","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","14","https://www.kijiji.ca/b-apartments-condos/calgary/page-14/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Wanted:
                            Wanted bachelor,1 bedroom , walk to LTR red line","https://www.kijiji.ca/v-apartments-condos/calgary/wanted-bachelor-1-bedroom-walk-to-ltr-red-line/1490686604","Wanted: Wanted bachelor,1 bedroom , walk to LTR red line","Please Contact","4510 Macleod Trail, Calgary, AB T2G 0A4, Canada(View Map)","null","null","Looking for easy access to Chinook LTR","700"
"1585065298-225","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","19","https://www.kijiji.ca/b-apartments-condos/calgary/page-19/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Two bedrooms lower suit  for rent","https://www.kijiji.ca/v-apartments-condos/calgary/two-bedrooms-lower-suit-for-rent/1443444149","Two bedrooms lower suit  for rent","$780.00","Calgary, AB T2E2H6, Canada(View Map)","null","null","Nice 2 bedroom basement suite, separate entrance, close to downtown, convenient to bus stops, schools, shopping, and easy access to Deer Foot Tr. Shared laundry, $780/month + 40% of utilities. $780 S/D is required.","900"
"1585065983-386","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","13","https://www.kijiji.ca/b-apartments-condos/calgary/page-13/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","2 Bedroom House Rental - West Hillhurst","https://www.kijiji.ca/v-apartments-condos/calgary/2-bedroom-house-rental-west-hillhurst/1491313539","2 Bedroom House Rental - West Hillhurst","$1,300.00","Ave NW, Calgary, AB T2N 0P1, Canada(View Map)","null","null","Bright two bedroom upper level of house for lease in West Hillhurst. Prime location at end of quiet cul-de-sac, close to university, downtown business district as well as Foothills Hospital. House has been recently repainted with light neutral colours. Rental includes recently updated kitchen with new fridge and dishwasher, 2 bedrooms (one with extra large corner window). Shared laundry with basement tenant, large fenced backyard, and storage shed. Utilities not included in rent. They are cost shared (50%) with basement tenant. Proof of employment and references required with monthly income of at least $2500. Seeking long term tenant. Available April 1st.","950"
